Variable,Unidades,Tiempo de exposicion (horas),Year,Promedio,Suma,No. de datos,Representatividad Temporal,Excedencias limite actual,Porcentaje excedencias limite actual,Mediana,Percentil 98,Maximo,Minimo,Dias de excedencias,Nombre del Departamento,Nombre del Municipio,Tipo de Estacion
TAire2,Celsius,1,2011,14.5,120853.7,8314,95.0,0,0.0,13.8,21.6,24.9,5.2,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,14.5,5015.08,345,95.0,0,0.0,14.6,16.1,16.8,11.3,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,1.3,10314.2,7739,88.0,0,0.0,1.1,3.8,5.5,0.0,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,1.3,411.8,309,85.0,0,0.0,1.3,2.1,2.7,0.4,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,205.4,1774158.0,8470,97.0,0,0.0,176.0,348.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,223.1,78654.69,349,96.0,0,0.0,210.1,332.1,360.0,4.5,0,BOGOTA,BOGOTA,Fija
NO,ugm3,1,2011,86.4,293656.034,3398,39.0,0,0.0,73.0,254.2,411.1,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.1,1023.5,8470,97.0,0,0.0,0.0,1.6,16.8,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,2.8,988.7,349,96.0,0,0.0,0.2,19.4,31.5,0.0,0,BOGOTA,BOGOTA,Fija
PST,ugm3,1,2011,119.0,996994.0,7176,82.0,0,0.0,127.0,334.0,835.0,9.0,0,BOGOTA,BOGOTA,Fija
PST,ugm3,24,2011,131.1,39969.42,287,79.0,1,0.35,142.7,222.6,336.2,24.9,1,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,15.0,127454.8,8470,97.0,0,0.0,14.5,21.1,23.4,7.0,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,15.0,5251.26,349,96.0,0,0.0,15.1,16.8,17.0,11.6,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,2.1,17491.3,8228,94.0,0,0.0,1.9,4.5,5.9,0.2,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,2.1,706.38,332,91.0,0,0.0,2.0,3.3,3.5,0.8,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2011,17.8,89.14,5,4.0,0,0.0,16.6,26.6,26.9,7.4,0,ANTIOQUIA,BELLO,Indicativa
NO2,ugm3,24,2011,24.1,5680.2,236,65.0,0,0.0,21.4,50.3,59.6,7.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,307.9,1372466.0,7216,82.0,0,0.0,217.0,354.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,317.0,66989.19,295,81.0,0,0.0,277.4,352.9,359.7,3.2,0,BOGOTA,BOGOTA,Fija
NO,ugm3,1,2011,23.2,147118.5926,6335,72.0,0,0.0,13.1,107.1,241.7,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.1,520.0,7188,82.0,0,0.0,0.0,1.0,13.9,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,1.7,500.7,294,81.0,0,0.0,0.2,11.6,23.3,0.0,0,BOGOTA,BOGOTA,Fija
P,mmHg,1,2011,565.2,4061258.65,7185,82.0,0,0.0,565.3,567.2,568.9,562.0,0,BOGOTA,BOGOTA,Fija
P,mmHg,24,2011,565.2,166182.0,294,81.0,0,0.0,565.2,566.6,567.5,563.5,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,13.6,98084.2,7187,82.0,0,0.0,13.3,19.0,22.2,5.3,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,13.7,4014.43,294,81.0,0,0.0,13.7,15.0,15.4,10.1,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,2.9,20983.2,7187,82.0,0,0.0,2.4,7.0,9.3,0.3,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,2.9,858.15,294,81.0,0,0.0,2.8,4.4,5.0,1.8,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,48.4,1266169.0,8347,95.0,0,0.0,120.0,357.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,40.4,46080.94,345,95.0,0,0.0,77.4,355.4,359.4,0.3,0,BOGOTA,BOGOTA,Fija
NO,ugm3,1,2011,41.6,239026.4243,5740,66.0,0,0.0,22.0,200.9,418.0,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.2,1387.9,8202,94.0,0,0.0,0.0,2.0,29.5,0.0,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,3,2011,2.4,14348.5,6047,69.0,0,0.0,2.0,7.7,18.1,0.3,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,1,2011,2.4,14700.78809,6194,71.0,0,0.0,1.9,8.4,23.5,0.3,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,1,2011,24.3,140022.7088,5761,66.0,0,0.0,20.8,72.0,152.9,0.0,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2012,1.6,5083.492858,3180,36.0,0,0.0,1.1,4.0,6.3,0.0,0,ANTIOQUIA,MEDELLIN,Fija
VViento,ms,24,2012,1.3,71.28,53,14.0,0,0.0,1.4,2.2,2.4,0.5,0,ANTIOQUIA,MEDELLIN,Fija
PLiquida,mm,24,2011,4.0,1368.3,342,94.0,0,0.0,0.5,28.3,44.7,0.0,0,BOGOTA,BOGOTA,Fija
P,mmHg,1,2011,563.9,4625015.0,8202,94.0,0,0.0,564.0,566.0,568.0,561.0,0,BOGOTA,BOGOTA,Fija
P,mmHg,24,2011,563.9,192850.94,342,94.0,0,0.0,563.9,565.3,566.2,562.1,0,BOGOTA,BOGOTA,Fija
RGlobal,Wm2,1,2011,183.1,1364395.0,7451,85.0,0,0.0,12.0,957.0,1288.0,0.0,0,BOGOTA,BOGOTA,Fija
RGlobal,Wm2,24,2011,184.0,56124.7,305,84.0,0,0.0,175.6,320.0,365.6,64.4,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,14.3,117598.7,8202,94.0,0,0.0,13.5,21.8,24.4,4.2,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,14.3,4905.96,342,94.0,0,0.0,14.3,16.0,16.7,11.3,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,0.9,7522.6,8078,92.0,0,0.0,0.6,2.8,5.1,0.2,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,0.9,308.2,333,91.0,0,0.0,0.9,1.6,1.8,0.5,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,278.8,1476664.0,7109,81.0,0,0.0,240.0,353.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,277.1,70510.5,291,80.0,0,0.0,279.0,346.8,357.2,10.8,0,BOGOTA,BOGOTA,Fija
NO,ugm3,1,2011,31.9,224306.0104,7031,80.0,0,0.0,21.4,141.4,337.3,0.1,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.1,576.9,7162,82.0,0,0.0,0.0,1.0,14.1,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,1.9,570.4,296,81.0,0,0.0,0.1,14.9,29.4,0.0,0,BOGOTA,BOGOTA,Fija
P,mmHg,1,2011,563.6,4117565.0,7306,83.0,0,0.0,564.0,566.0,567.0,560.0,0,BOGOTA,BOGOTA,Fija
P,mmHg,24,2011,563.6,170202.68,302,83.0,0,0.0,563.6,564.9,566.0,561.8,0,BOGOTA,BOGOTA,Fija
RGlobal,Wm2,1,2011,148.3,1060878.0,7155,82.0,0,0.0,10.0,746.9,983.0,-1.0,0,BOGOTA,BOGOTA,Fija
RGlobal,Wm2,24,2011,149.5,42895.41,287,79.0,0,0.0,143.8,247.7,295.2,57.5,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,14.4,103095.7,7161,82.0,0,0.0,14.0,19.6,21.4,6.4,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,14.4,4261.1,296,81.0,0,0.0,14.4,16.2,16.5,11.2,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,2.4,15357.5,6439,74.0,0,0.0,2.0,5.5,7.0,0.3,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,2.4,632.86,266,73.0,0,0.0,2.3,3.7,4.0,1.3,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,34.5,1256828.0,8121,93.0,0,0.0,122.0,350.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,18.3,53037.72,337,92.0,0,0.0,96.0,350.7,359.5,0.7,0,BOGOTA,BOGOTA,Fija
NO,ugm3,1,2011,31.2,259239.311,8301,95.0,0,0.0,20.8,125.7,348.8,0.1,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.2,1399.7,8149,93.0,0,0.0,0.0,2.4,25.5,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,4.1,1392.1,339,93.0,0,0.0,0.5,24.7,53.0,0.0,0,BOGOTA,BOGOTA,Fija
P,mmHg,1,2011,564.4,4583487.0,8121,93.0,0,0.0,564.0,566.0,568.0,561.0,0,BOGOTA,BOGOTA,Fija
P,mmHg,24,2011,564.4,190201.61,337,92.0,0,0.0,564.4,566.0,566.8,562.6,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,13.8,111864.9,8121,93.0,0,0.0,13.1,19.8,22.6,6.0,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,13.8,4638.92,337,92.0,0,0.0,13.8,15.2,15.6,10.3,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,1.8,14742.1,8101,92.0,0,0.0,1.6,4.2,5.8,0.2,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,1.8,608.39,335,92.0,0,0.0,1.8,2.9,3.4,0.8,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.3,419.6,1620,18.0,0,0.0,0.0,3.3,22.3,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,6.2,418.6,67,18.0,0,0.0,1.5,29.6,35.7,0.0,0,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2011,21.1,38532.10064,1830,21.0,0,0.0,13.2,88.0,117.5,0.0,0,ANTIOQUIA,ITAGUI,Fija
O3,ugm3,8,2011,21.3,37899.4,1777,20.0,0,0.0,16.4,61.2,78.0,1.0,0,ANTIOQUIA,ITAGUI,Fija
HAire,perc,24,2012,70.7,5797.67,82,22.0,0,0.0,71.3,84.2,86.4,55.0,0,ANTIOQUIA,SABANETA,Fija
DViento,deg,1,2011,294.2,1896620.0,8451,96.0,0,0.0,246.0,355.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,291.5,89327.82,353,97.0,0,0.0,292.4,347.3,359.6,1.9,0,BOGOTA,BOGOTA,Fija
NO,ugm3,1,2011,57.0,86809.64314,1524,17.0,0,0.0,37.0,207.1,319.3,2.3,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.1,813.6,8542,98.0,0,0.0,0.0,1.2,21.9,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,2.3,807.1,358,98.0,0,0.0,0.3,16.1,23.6,0.0,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,14.0,119351.0,8542,98.0,0,0.0,13.6,19.0,21.1,7.2,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,14.0,5002.76,358,98.0,0,0.0,14.0,15.6,15.8,10.5,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,2.7,22945.4,8530,97.0,0,0.0,2.2,6.1,8.3,0.4,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,2.7,958.46,357,98.0,0,0.0,2.6,4.1,4.7,1.6,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,118.6,1039043.0,6874,78.0,0,0.0,128.0,351.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,110.0,34452.9,280,77.0,0,0.0,122.7,341.2,357.8,3.4,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.2,1013.9,5974,68.0,0,0.0,0.0,2.2,34.0,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,4.0,980.2,243,67.0,0,0.0,0.7,26.3,43.6,0.0,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,13.7,93736.6,6821,78.0,0,0.0,13.3,19.4,21.8,7.0,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,13.7,3805.82,277,76.0,0,0.0,13.8,15.4,15.7,10.3,0,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2011,21.7,166678.7472,7678,88.0,10,0.13,16.2,78.9,165.0,0.1,6,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,21.7,166683.5,7667,88.0,34,0.44,18.6,64.5,113.3,0.3,12,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,1.7,11404.5,6875,78.0,0,0.0,1.6,3.7,6.4,0.1,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,1.7,462.73,280,77.0,0,0.0,1.7,2.5,2.8,0.7,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,12.6,1210156.0,8234,94.0,0,0.0,102.0,356.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,2.2,56385.35,345,95.0,0,0.0,79.0,356.5,359.5,0.5,0,BOGOTA,BOGOTA,Fija
NO,ugm3,1,2011,12.2,78296.3907,6413,73.0,0,0.0,7.0,60.7,244.5,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.1,1143.2,8232,94.0,0,0.0,0.0,1.9,19.2,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,3.3,1136.6,345,95.0,0,0.0,0.5,22.7,28.2,0.0,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,13.9,24002.9,1724,20.0,0,0.0,12.6,21.8,24.0,5.8,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,13.9,1003.17,72,20.0,0,0.0,13.9,15.2,15.2,12.2,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,1.8,14943.3,8234,94.0,0,0.0,1.6,4.5,6.4,0.3,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,1.8,625.03,345,95.0,0,0.0,1.7,3.1,3.8,0.8,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,207.3,1696467.0,8202,94.0,0,0.0,193.0,343.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,214.6,74115.58,340,93.0,0,0.0,199.6,307.8,352.9,113.4,0,BOGOTA,BOGOTA,Fija
NO,ugm3,1,2011,27.1,220953.3582,8159,93.0,0,0.0,14.8,130.7,369.9,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.1,1028.3,8202,94.0,0,0.0,0.0,1.7,17.0,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,3.0,1011.2,340,93.0,0,0.0,0.2,20.9,28.7,0.0,0,BOGOTA,BOGOTA,Fija
RGlobal,Wm2,1,2011,156.4,1342847.0,8586,98.0,0,0.0,4.0,798.3,1134.0,0.0,0,BOGOTA,BOGOTA,Fija
RGlobal,Wm2,24,2011,156.4,56306.61,360,99.0,0,0.0,152.2,263.9,295.5,54.0,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,13.2,113667.5,8608,98.0,0,0.0,12.8,18.5,20.7,5.8,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,13.2,4726.12,358,98.0,0,0.0,13.2,14.8,15.1,10.4,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,1.1,9267.2,8202,94.0,0,0.0,0.9,3.2,4.5,0.2,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,1.1,383.57,340,93.0,0,0.0,1.1,1.7,1.8,0.6,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,144.8,1258730.0,7474,85.0,0,0.0,158.0,348.0,360.0,0.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,140.2,47875.13,298,82.0,0,0.0,150.3,339.8,359.6,0.6,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.2,1273.4,7645,87.0,0,0.0,0.0,2.2,23.0,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,4.0,1226.3,307,84.0,0,0.0,0.2,27.5,46.8,0.0,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,14.4,109769.9,7614,87.0,0,0.0,13.8,20.8,24.3,6.2,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,14.4,4395.85,305,84.0,0,0.0,14.4,15.9,16.5,10.8,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,1.4,10594.6,7553,86.0,0,0.0,1.2,4.0,6.3,0.0,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,1.4,417.86,303,83.0,0,0.0,1.3,2.5,3.1,0.5,0,BOGOTA,BOGOTA,Fija
DViento,deg,1,2011,129.9,218728.0,1387,16.0,0,0.0,134.0,335.0,360.0,1.0,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2011,125.5,7600.36,53,15.0,0,0.0,128.1,330.9,338.9,57.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2011,0.2,411.2,2102,24.0,0,0.0,0.0,2.4,20.6,0.0,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,24,2011,4.8,404.0,84,23.0,0,0.0,0.5,26.7,31.1,0.0,0,BOGOTA,BOGOTA,Fija
RGlobal,Wm2,1,2011,220.4,711566.7,3228,37.0,0,0.0,113.9,914.8,1112.1,0.0,0,BOGOTA,BOGOTA,Fija
RGlobal,Wm2,24,2011,164.6,12342.16,75,21.0,0,0.0,165.1,311.7,319.9,28.7,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,1,2011,12.5,48924.4,3921,45.0,0,0.0,12.0,18.4,20.3,5.1,0,BOGOTA,BOGOTA,Fija
TAire2,Celsius,24,2011,12.5,1970.3,158,43.0,0,0.0,12.5,13.9,14.3,9.4,0,BOGOTA,BOGOTA,Fija
VViento,ms,1,2011,1.8,2565.3,1388,16.0,0,0.0,1.8,3.3,5.3,0.0,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2011,1.9,98.67,53,15.0,0,0.0,1.9,2.3,2.4,1.3,0,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,24,2011,9.2,1633.34,177,97.0,0,0.0,9.4,16.7,20.0,0.7,0,RISARALDA,PEREIRA,Fija
PM2.5,ugm3,24,2011,9.5,600.92,63,35.0,0,0.0,8.8,17.9,19.6,2.1,0,CAUCA,POPAYAN,Fija
O3,ugm3,8,2011,15.3,125697.2,8211,94.0,0,0.0,12.7,46.1,79.3,0.7,0,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2011,15.4,126004.178,8174,93.0,0,0.0,10.2,58.8,113.5,0.1,0,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,24,2011,12.1,60.43,5,4.0,0,0.0,12.5,13.7,13.8,9.8,0,CESAR,LA PAZ,Fija
PM2.5,ugm3,24,2011,12.8,1463.34,114,93.0,0,0.0,12.1,25.5,29.2,3.5,0,CESAR,LA JAGUA DE IBIRICO,Fija
O3,ugm3,1,2011,16.8,124818.0799,7427,85.0,0,0.0,14.9,48.5,101.6,0.0,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,16.8,124278.0,7411,85.0,0,0.0,15.4,41.0,70.3,0.3,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,16.9,135262.4,8021,92.0,14,0.17,13.6,52.7,94.7,1.6,4,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2011,17.0,133922.6486,7894,90.0,4,0.05,11.2,67.6,131.5,0.6,2,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,17.1,138151.5,8061,92.0,0,0.0,13.5,52.5,74.2,2.2,0,SANTANDER,BUCARAMANGA,Fija
O3,ugm3,1,2011,17.1,138887.5576,8121,93.0,0,0.0,8.6,62.6,103.6,2.2,0,SANTANDER,BUCARAMANGA,Fija
PM2.5,ugm3,24,2011,13.5,955.5,71,58.0,0,0.0,13.3,26.0,27.4,2.9,0,CALDAS,MANIZALES,Fija
O3,ugm3,8,2011,19.0,158407.4,8330,95.0,0,0.0,15.6,50.6,65.1,1.1,0,SANTANDER,FLORIDABLANCA,Fija
O3,ugm3,1,2011,19.0,158214.9991,8329,95.0,0,0.0,10.9,64.4,107.2,0.7,0,SANTANDER,FLORIDABLANCA,Fija
O3,ugm3,1,2011,19.0,150233.2705,7888,90.0,8,0.1,13.2,70.1,139.4,0.5,4,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,19.0,149774.8,7885,90.0,27,0.34,15.9,57.9,104.2,0.7,7,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2011,19.8,138112.0111,6982,80.0,0,0.0,13.1,69.1,120.0,0.4,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,19.8,137568.5,6960,79.0,2,0.03,16.4,57.4,83.9,1.2,1,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2011,14.9,567.61,38,31.0,0,0.0,12.5,38.0,39.5,2.0,0,CESAR,BECERRIL,Fija
O3,ugm3,1,2011,20.2,39338.70562,1951,22.0,0,0.0,15.1,62.6,86.3,2.2,0,SANTANDER,BUCARAMANGA,Fija
O3,ugm3,8,2011,20.2,39786.4,1967,22.0,0,0.0,19.2,47.4,57.2,2.2,0,SANTANDER,BUCARAMANGA,Fija
HAire2,perc,1,2011,65.0,526643.0,8105,93.0,0,0.0,68.0,82.0,86.0,25.0,0,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2011,65.0,21900.76,337,92.0,0,0.0,64.9,73.7,75.9,49.8,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,24,2011,2.4,592.15,251,69.0,0,0.0,2.2,4.8,7.2,0.6,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2011,16.6,1028.88,62,17.0,0,0.0,14.0,34.2,38.9,6.5,0,ANTIOQUIA,RIONEGRO,Indicativa
HAire2,perc,1,2011,66.6,540848.0,8121,93.0,0,0.0,69.0,85.0,87.0,24.0,0,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2011,66.7,22461.09,337,92.0,0,0.0,66.5,76.9,79.9,50.6,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,24.5,162013.0,6626,76.0,133,2.01,16.7,80.5,126.5,0.0,34,ANTIOQUIA,ITAGUI,Fija
NO2,ugm3,24,2011,24.8,3547.68,143,79.0,0,0.0,24.5,45.8,48.3,6.4,0,BOYACA,RAQUIRA,Fija
HAire2,perc,1,2011,67.1,577021.5,8599,98.0,0,0.0,71.9,82.9,94.3,29.7,0,SANTANDER,FLORIDABLANCA,Fija
HAire2,perc,24,2011,67.1,23950.9,357,98.0,0,0.0,66.9,77.2,86.1,55.7,0,SANTANDER,FLORIDABLANCA,Fija
PM10,ugm3,24,2011,18.3,128.0,7,4.0,0,0.0,15.0,30.5,31.0,12.0,0,ANTIOQUIA,MEDELLIN,Indicativa
O3,ugm3,1,2011,24.9,161516.7565,6490,74.0,83,1.28,11.1,109.6,186.7,0.0,42,ANTIOQUIA,ITAGUI,Fija
NO2,ugm3,24,2011,25.8,8601.78,333,91.0,0,0.0,25.8,42.8,46.4,6.9,0,SANTANDER,BUCARAMANGA,Fija
NO2,ugm3,1,2011,25.8,207447.2035,8036,92.0,0,0.0,22.8,62.1,111.7,2.1,0,SANTANDER,BUCARAMANGA,Fija
HAire2,perc,1,2011,67.2,551356.0,8201,94.0,0,0.0,69.0,84.0,88.0,24.0,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2011,19.5,2257.88,116,95.0,0,0.0,18.3,51.8,62.5,1.2,0,NARINO,PASTO,Fija
HAire2,perc,24,2011,67.2,22848.84,340,93.0,0,0.0,66.6,77.6,80.5,54.0,0,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2011,25.5,146929.8078,5760,66.0,46,0.8,17.9,96.7,176.8,0.0,21,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2011,25.5,200317.7438,7848,90.0,37,0.47,17.1,89.2,180.8,0.1,23,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,25.5,200333.7,7849,90.0,86,1.1,21.8,72.2,110.1,0.9,22,BOGOTA,BOGOTA,Fija
NO2,ugm3,24,2011,27.0,7293.36,270,74.0,0,0.0,25.9,48.6,51.7,10.2,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,1,2011,27.1,175611.6843,6491,74.0,0,0.0,24.8,66.9,150.2,0.4,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2011,25.6,146471.4,5716,65.0,110,1.92,21.7,80.0,122.2,0.3,23,BOGOTA,BOGOTA,Fija
SO2,ugm3,24,2011,4.2,1467.41,348,95.0,0,0.0,4.0,8.5,11.9,0.8,0,BOGOTA,BOGOTA,Fija
PLiquida,mm,1,2012,0.3,1575.2,4945,56.0,0,0.0,0.0,4.4,43.2,0.0,0,ANTIOQUIA,SABANETA,Fija
TAire,Celsius,24,2012,21.5,4517.13,210,57.0,0,0.0,21.6,23.6,24.1,18.7,0,ANTIOQUIA,SABANETA,Fija
SO2,ugm3,3,2011,4.2,34798.2,8254,94.0,0,0.0,3.7,11.6,33.0,0.3,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,1,2011,4.2,35201.62436,8376,96.0,0,0.0,3.6,12.3,39.0,0.1,0,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,24,2011,20.5,4791.31,234,64.0,0,0.0,19.8,37.5,45.1,5.7,0,ANTIOQUIA,MEDELLIN,Fija
O3,ugm3,8,2011,26.0,121764.7,4692,54.0,95,2.02,20.1,80.6,118.2,0.3,24,VALLE DEL CAUCA,CALI,Fija
O3,ugm3,1,2011,26.1,123735.0302,4746,54.0,63,1.33,14.9,114.0,177.4,0.0,33,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2011,20.7,1301.9,63,52.0,0,0.0,19.3,35.5,40.4,11.9,0,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2011,20.9,2025.1,97,80.0,0,0.0,19.4,38.9,44.8,10.2,0,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2011,21.2,1360.0,64,18.0,0,0.0,22.0,26.0,26.0,15.0,0,QUINDIO,ARMENIA,Fija
SO2,ugm3,3,2011,4.5,31618.2,6965,80.0,0,0.0,3.5,15.5,34.7,0.3,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,1,2011,4.5,32499.87622,7144,82.0,0,0.0,3.3,16.5,53.7,0.3,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2011,21.5,2296.39,107,88.0,0,0.0,21.6,34.4,37.4,7.1,0,CALDAS,MANIZALES,Fija
NO2,ugm3,24,2011,29.3,7613.95,260,71.0,0,0.0,27.5,60.4,81.4,10.7,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,1,2011,29.3,185843.9779,6343,72.0,0,0.0,25.3,74.2,122.4,0.4,0,BOGOTA,BOGOTA,Fija
